"","view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","country_code","stimulus","key_press","stimulus_type","correct","left_object","right_object","activate","box","startTime","endTime","RT","choice","sameSide","samePair","diffPair"
"175","","","RMTStrain","3","107657","0.0-3.0",10,"US","","","","","img/c.png","img/d.png","false","img/box.png","1568313491615","1568313511967","","","","",""
"176","","","RMTStrain","4","126084","0.0-4.0",10,"US","","","","","img/h.png","img/h.png","true","img/box.png","1568313511972","1568313530395","","","","",""
"177","","","RMTStrain","5","144939","0.0-5.0",10,"US","","","","","img/i.png","img/l.png","false","img/box.png","1568313530395","1568313549250","","","","",""
"178","[{""page_index"":0,""viewing_time"":11857}]","11858","instructions","6","156797","0.0-6.0",10,"US","","","","","","","","","","","","","","",""
"179","","","RMTStest","7","160287","0.0-7.0",10,"US","","","","","","","","img/box.png","1568313563112","","-1568313395404.8","leftTestButton","L","img/j.png,img/j.png","img/g.png,img/o.png"
"180","","","RMTStest","8","161632","0.0-8.0",10,"US","","","","","","","","img/box.png","1568313564598","","-1568313395545.785","leftTestButton","L","img/a.png,img/a.png","img/b.png,img/f.png"
"181","","","RMTStest","9","162668","0.0-9.0",10,"US","","","","","","","","img/box.png","1568313565943","","-1568313395854.445","rightTestButton","R","img/k.png,img/k.png","img/m.png,img/n.png"
"182","[{""page_index"":0,""viewing_time"":4210}]","4211","instructions","10","166879","0.0-10.0",10,"US","","","","","","","","","","","","","","",""
"183","","","RMTStrain","11","188146","0.0-11.0",10,"US","","","","","img/8.png","img/12.png","true","img/hatbox.png","1568313573192","1568313592457","","","","",""
"184","","","RMTStrain","12","206299","0.0-12.0",10,"US","","","","","img/1.png","img/1.png","false","img/hatbox.png","1568313592457","1568313610610","","","","",""
"185","","","RMTStrain","13","228110","0.0-13.0",10,"US","","","","","img/6.png","img/10.png","true","img/hatbox.png","1568313610611","1568313632420","","","","",""
"186","","","RMTStrain","14","248274","0.0-14.0",10,"US","","","","","img/3.png","img/3.png","false","img/hatbox.png","1568313632423","1568313652584","","","","",""
"187","[{""page_index"":0,""viewing_time"":2185}]","2187","instructions","15","250463","0.0-15.0",10,"US","","","","","","","","","","","","","","",""
"188","","","RMTStest","16","253693","0.0-16.0",10,"US","","","","","","","","img/hatbox.png","1568313656775","","-1568313395662.075","rightTestButton","L","img/15.png,img/15.png","img/11.png,img/4.png"
"189","","","RMTStest","17","256739","0.0-17.0",10,"US","","","","","","","","img/hatbox.png","1568313658004","","-1568313393845.16","leftTestButton","R","img/13.png,img/13.png","img/7.png,img/5.png"
"190","","","RMTStest","18","257805","0.0-18.0",10,"US","","","","","","","","img/hatbox.png","1568313661050","","-1568313395824.71","leftTestButton","R","img/9.png,img/9.png","img/2.png,img/14.png"
"191","[{""page_index"":0,""viewing_time"":3404},{""page_index"":1,""viewing_time"":1287}]","4691","instructions","0","4698","0.0-0.0",11,"US","","","","","","","","","","","","","","",""
"192","","708","audio-keyboard-response","1","7418","0.0-1.0",11,"US","sound/letter.wav","81","congruent","true","","","","","","","","","","",""
"193","","","RMTStrain","2","40170","0.0-2.0",11,"US","","","","","img/f.png","img/k.png","true","img/box.png","1568313520673","1568313553422","","","","",""
"194","","","RMTStrain","3","64129","0.0-3.0",11,"US","","","","","img/b.png","img/b.png","false","img/box.png","1568313553425","1568313577382","","","","",""
"195","","","RMTStrain","4","85575","0.0-4.0",11,"US","","","","","img/o.png","img/c.png","true","img/box.png","1568313577383","1568313598828","","","","",""
"196","","","RMTStrain","5","104847","0.0-5.0",11,"US","","","","","img/l.png","img/l.png","false","img/box.png","1568313598830","1568313618100","","","","",""
"197","[{""page_index"":0,""viewing_time"":9545}]","9546","instructions","6","114395","0.0-6.0",11,"US","","","","","","","","","","","","","","",""
"198","","","RMTStest","7","126207","0.0-7.0",11,"US","","","","","","","","img/box.png","1568313629653","","-1568313502666","rightTestButton","L","img/a.png,img/a.png","img/g.png,img/e.png"
"199","","","RMTStest","8","129806","0.0-8.0",11,"US","","","","","","","","img/box.png","1568313639461","","-1568313508875","leftTestButton","R","img/i.png,img/i.png","img/h.png,img/n.png"
"200","","","RMTStest","9","131525","0.0-9.0",11,"US","","","","","","","","img/box.png","1568313643059","","-1568313510754","rightTestButton","L","img/m.png,img/m.png","img/d.png,img/j.png"
"201","[{""page_index"":0,""viewing_time"":8636}]","8636","instructions","10","140162","0.0-10.0",11,"US","","","","","","","","","","","","","","",""
"202","","","RMTStrain","11","162353","0.0-11.0",11,"US","","","","","img/7.png","img/7.png","true","img/hatbox.png","1568313655421","1568313675606","","","","",""
"203","","","RMTStrain","12","181703","0.0-12.0",11,"US","","","","","img/11.png","img/3.png","false","img/hatbox.png","1568313675606","1568313694956","","","","",""
"204","","","RMTStrain","13","212308","0.0-13.0",11,"US","","","","","img/12.png","img/12.png","true","img/hatbox.png","1568313694957","1568313725561","","","","",""
"205","","","RMTStrain","14","230917","0.0-14.0",11,"US","","","","","img/13.png","img/6.png","false","img/hatbox.png","1568313725562","1568313744170","","","","",""
"206","[{""page_index"":0,""viewing_time"":8188}]","8188","instructions","15","239108","0.0-15.0",11,"US","","","","","","","","","","","","","","",""
"207","","","RMTStest","16","242941","0.0-16.0",11,"US","","","","","","","","img/hatbox.png","1568313754367","","-1568313510646","rightTestButton","R","img/5.png,img/5.png","img/1.png,img/10.png"
"208","","","RMTStest","17","244054","0.0-17.0",11,"US","","","","","","","","img/hatbox.png","1568313756194","","-1568313511360","rightTestButton","R","img/9.png,img/9.png","img/2.png,img/14.png"
"209","","","RMTStest","18","245449","0.0-18.0",11,"US","","","","","","","","img/hatbox.png","1568313757307","","-1568313511079","leftTestButton","L","img/8.png,img/8.png","img/4.png,img/15.png"
"210","[{""page_index"":0,""viewing_time"":34850},{""page_index"":1,""viewing_time"":13377}]","48229","instructions","0","48248","0.0-0.0",12,"US","","","","","","","","","","","","","","",""
"211","","1845","audio-keyboard-response","1","52111","0.0-1.0",12,"US","sound/letter.wav","81","congruent","true","","","","","","","","","","",""
"212","","","RMTStrain","2","81261","0.0-2.0",12,"US","","","","","img/l.png","img/e.png","true","img/box.png","1565389259826","1565389288974","","","","",""
"213","","","RMTStrain","3","105797","0.0-3.0",12,"US","","","","","img/h.png","img/h.png","false","img/box.png","1565389288975","1565389313510","","","","",""
"214","","","RMTStrain","4","125515","0.0-4.0",12,"US","","","","","img/o.png","img/m.png","true","img/box.png","1565389313511","1565389333228","","","","",""
"215","","","RMTStrain","5","145196","0.0-5.0",12,"US","","","","","img/k.png","img/k.png","false","img/box.png","1565389333229","1565389352909","","","","",""
"216","[{""page_index"":0,""viewing_time"":10346}]","10347","instructions","6","155543","0.0-6.0",12,"US","","","","","","","","","","","","","","",""
"217","","","RMTStest","7","160540","0.0-7.0",12,"US","","","","","","","","img/box.png","1565389365258","","-1565389196729.27","rightTestButton","L","img/j.png,img/j.png","img/c.png,img/g.png"
"218","","","RMTStest","8","163299","0.0-8.0",12,"US","","","","","","","","img/box.png","1565389368254","","-1565389196966.16","leftTestButton","R","img/n.png,img/n.png","img/f.png,img/a.png"
"219","","","RMTStest","9","165400","0.0-9.0",12,"US","","","","","","","","img/box.png","1565389371012","","-1565389197623.375","leftTestButton","R","img/b.png,img/b.png","img/d.png,img/i.png"
"220","[{""page_index"":0,""viewing_time"":6039}]","6041","instructions","10","171442","0.0-10.0",12,"US","","","","","","","","","","","","","","",""
"221","","","RMTStrain","11","195715","0.0-11.0",12,"US","","","","","img/3.png","img/3.png","true","img/hatbox.png","1565389381156","1565389403427","","","","",""
"222","","","RMTStrain","12","214206","0.0-12.0",12,"US","","","","","img/12.png","img/9.png","false","img/hatbox.png","1565389403428","1565389421919","","","","",""
"223","","","RMTStrain","13","234147","0.0-13.0",12,"US","","","","","img/6.png","img/6.png","true","img/hatbox.png","1565389421920","1565389441860","","","","",""
"224","","","RMTStrain","14","252947","0.0-14.0",12,"US","","","","","img/10.png","img/11.png","false","img/hatbox.png","1565389441860","1565389460660","","","","",""
"225","[{""page_index"":0,""viewing_time"":10598}]","10600","instructions","15","263547","0.0-15.0",12,"US","","","","","","","","","","","","","","",""
"226","","","RMTStest","16","266794","0.0-16.0",12,"US","","","","","","","","img/hatbox.png","1565389473261","","-1565389198478.515","rightTestButton","R","img/1.png,img/1.png","img/8.png,img/15.png"
"227","","","RMTStest","17","268239","0.0-17.0",12,"US","","","","","","","","img/hatbox.png","1565389474507","","-1565389198279.04","leftTestButton","L","img/14.png,img/14.png","img/7.png,img/4.png"
"228","","","RMTStest","18","269360","0.0-18.0",12,"US","","","","","","","","img/hatbox.png","1565389475953","","-1565389198604.255","leftTestButton","L","img/5.png,img/5.png","img/13.png,img/2.png"
"229","[{""page_index"":0,""viewing_time"":355905},{""page_index"":1,""viewing_time"":3122}]","359027","instructions","0","359029","0.0-0.0",13,"US","","","","","","","","","","","","","","",""
"230","","2501","audio-keyboard-response","1","363518","0.0-1.0",13,"US","sound/letter.wav","81","congruent","true","","","","","","","","","","",""
"231","","","RMTStrain","2","419198","0.0-2.0",13,"US","","","","","img/f.png","img/l.png","true","img/box.png","1568223086331","1568223142010","","","","",""
"232","","","RMTStrain","3","439050","0.0-3.0",13,"US","","","","","img/n.png","img/n.png","false","img/box.png","1568223142011","1568223161862","","","","",""
"233","","","RMTStrain","4","458593","0.0-4.0",13,"US","","","","","img/a.png","img/g.png","true","img/box.png","1568223161862","1568223181405","","","","",""
"234","","","RMTStrain","5","476876","0.0-5.0",13,"US","","","","","img/i.png","img/i.png","false","img/box.png","1568223181406","1568223199688","","","","",""
"235","[{""page_index"":0,""viewing_time"":4855}]","4855","instructions","6","481731","0.0-6.0",13,"US","","","","","","","","","","","","","","",""
"236","","","RMTStest","7","486368","0.0-7.0",13,"US","","","","","","","","img/box.png","1568223206544","","-1568222716861.565","leftTestButton","R","img/e.png,img/e.png","img/c.png,img/h.png"
"237","","","RMTStest","8","488407","0.0-8.0",13,"US","","","","","","","","img/box.png","1568223209180","","-1568222717458.635","leftTestButton","L","img/d.png,img/d.png","img/b.png,img/m.png"
"238","","","RMTStest","9","490076","0.0-9.0",13,"US","","","","","","","","img/box.png","1568223211219","","-1568222717828.56","rightTestButton","L","img/o.png,img/o.png","img/k.png,img/j.png"
"239","[{""page_index"":0,""viewing_time"":1974}]","1974","instructions","10","492050","0.0-10.0",13,"US","","","","","","","","","","","","","","",""
"240","","","RMTStrain","11","512670","0.0-11.0",13,"US","","","","","img/7.png","img/7.png","true","img/hatbox.png","1568223216863","1568223235482","","","","",""
"241","","","RMTStrain","12","531180","0.0-12.0",13,"US","","","","","img/13.png","img/1.png","false","img/hatbox.png","1568223235483","1568223253992","","","","",""
"242","","","RMTStrain","13","549990","0.0-13.0",13,"US","","","","","img/12.png","img/12.png","true","img/hatbox.png","1568223253992","1568223272802","","","","",""
"243","","","RMTStrain","14","572719","0.0-14.0",13,"US","","","","","img/6.png","img/2.png","false","img/hatbox.png","1568223272802","1568223295531","","","","",""
"244","[{""page_index"":0,""viewing_time"":3191}]","3191","instructions","15","575911","0.0-15.0",13,"US","","","","","","","","","","","","","","",""
"245","","","RMTStest","16","580468","0.0-16.0",13,"US","","","","","","","","img/hatbox.png","1568223300724","","-1568222716941.695","leftTestButton","R","img/11.png,img/11.png","img/3.png,img/8.png"
"246","","","RMTStest","17","582106","0.0-17.0",13,"US","","","","","","","","img/hatbox.png","1568223303280","","-1568222717859.115","leftTestButton","R","img/5.png,img/5.png","img/10.png,img/4.png"
"247","","","RMTStest","18","583551","0.0-18.0",13,"US","","","","","","","","img/hatbox.png","1568223304918","","-1568222718052.75","rightTestButton","L","img/15.png,img/15.png","img/9.png,img/14.png"
"248","[{""page_index"":0,""viewing_time"":5205},{""page_index"":1,""viewing_time"":10264}]","15470","instructions","0","15470","0.0-0.0",14,"US","","","","","","","","","","","","","","",""
"249","","2328","audio-keyboard-response","1","19808","0.0-1.0",14,"US","sound/letter.wav","81","congruent","true","","","","","","","","","","",""
"250","","","RMTStrain","2","41458","0.0-2.0",14,"US","","","","","img/c.png","img/c.png","true","img/box.png","1568595911620","1568595933270","","","","",""
"251","","","RMTStrain","3","62331","0.0-3.0",14,"US","","","","","img/k.png","img/i.png","false","img/box.png","1568595933270","1568595954143","","","","",""
"252","","","RMTStrain","4","81670","0.0-4.0",14,"US","","","","","img/h.png","img/h.png","true","img/box.png","1568595954143","1568595973482","","","","",""
"253","","","RMTStrain","5","102085","0.0-5.0",14,"US","","","","","img/g.png","img/o.png","false","img/box.png","1568595973482","1568595993897","","","","",""
"254","[{""page_index"":0,""viewing_time"":6165}]","6166","instructions","6","108251","0.0-6.0",14,"US","","","","","","","","","","","","","","",""
"255","","","RMTStest","7","117237","0.0-7.0",14,"US","","","","","","","","img/box.png","1568596002064","","-1568595882240.335","leftTestButton","L","img/b.png,img/b.png","img/f.png,img/e.png"
"256","","","RMTStest","8","118981","0.0-8.0",14,"US","","","","","","","","img/box.png","1568596009049","","-1568595887481.63","rightTestButton","R","img/m.png,img/m.png","img/a.png,img/n.png"
"257","","","RMTStest","9","121192","0.0-9.0",14,"US","","","","","","","","img/box.png","1568596010793","","-1568595887013.685","rightTestButton","R","img/l.png,img/l.png","img/j.png,img/d.png"
"258","[{""page_index"":0,""viewing_time"":2542}]","2543","instructions","10","123735","0.0-10.0",14,"US","","","","","","","","","","","","","","",""
"259","","","RMTStrain","11","147906","0.0-11.0",14,"US","","","","","img/10.png","img/4.png","true","img/hatbox.png","1568596017547","1568596039718","","","","",""
"260","","","RMTStrain","12","173724","0.0-12.0",14,"US","","","","","img/9.png","img/9.png","false","img/hatbox.png","1568596039718","1568596065536","","","","",""
"261","","","RMTStrain","13","218885","0.0-13.0",14,"US","","","","","img/7.png","img/5.png","true","img/hatbox.png","1568596065536","1568596110697","","","","",""
"262","","","RMTStrain","14","238263","0.0-14.0",14,"US","","","","","img/1.png","img/1.png","false","img/hatbox.png","1568596110697","1568596130075","","","","",""
"263","[{""page_index"":0,""viewing_time"":4926}]","4926","instructions","15","243189","0.0-15.0",14,"US","","","","","","","","","","","","","","",""
"264","","","RMTStest","16","246275","0.0-16.0",14,"US","","","","","","","","img/hatbox.png","1568596137003","","-1568595888141.34","rightTestButton","L","img/14.png,img/14.png","img/11.png,img/15.png"
"265","","","RMTStest","17","247993","0.0-17.0",14,"US","","","","","","","","img/hatbox.png","1568596138087","","-1568595887507.385","rightTestButton","L","img/8.png,img/8.png","img/13.png,img/6.png"
"266","","","RMTStest","18","249063","0.0-18.0",14,"US","","","","","","","","img/hatbox.png","1568596139805","","-1568595888155.185","leftTestButton","R","img/12.png,img/12.png","img/2.png,img/3.png"
"267","[{""page_index"":0,""viewing_time"":4218},{""page_index"":1,""viewing_time"":8795}]","13015","instructions","0","13017","0.0-0.0",15,"US","","","","","","","","","","","","","","",""
"268","","2345","audio-keyboard-response","1","17388","0.0-1.0",15,"US","sound/letter.wav","81","congruent","true","","","","","","","","","","",""
"269","","","RMTStrain","2","44659","0.0-2.0",15,"US","","","","","img/6.png","img/6.png","true","img/box.png","1568313322498","1568313349766","","","","",""
"270","","","RMTStrain","3","63813","0.0-3.0",15,"US","","","","","img/11.png","img/1.png","false","img/box.png","1568313349767","1568313368921","","","","",""
"271","","","RMTStrain","4","81778","0.0-4.0",15,"US","","","","","img/7.png","img/7.png","true","img/box.png","1568313368922","1568313386886","","","","",""
"272","","","RMTStrain","5","102189","0.0-5.0",15,"US","","","","","img/13.png","img/12.png","false","img/box.png","1568313386887","1568313407297","","","","",""
"273","[{""page_index"":0,""viewing_time"":5195}]","5195","instructions","6","107384","0.0-6.0",15,"US","","","","","","","","","","","","","","",""
"274","","","RMTStest","7","113634","0.0-7.0",15,"US","","","","","","","","img/box.png","1568313414494","","-1568313297029.32","leftTestButton","L","img/5.png,img/5.png","img/14.png,img/2.png"
"275","","","RMTStest","8","116045","0.0-8.0",15,"US","","","","","","","","img/box.png","1568313418743","","-1568313298867.285","rightTestButton","R","img/4.png,img/4.png","img/8.png,img/15.png"
"276","","","RMTStest","9","117337","0.0-9.0",15,"US","","","","","","","","img/box.png","1568313421153","","-1568313299985.96","rightTestButton","R","img/10.png,img/10.png","img/9.png,img/3.png"
"277","[{""page_index"":0,""viewing_time"":2459}]","2460","instructions","10","119797","0.0-10.0",15,"US","","","","","","","","","","","","","","",""
"278","","","RMTStrain","11","141326","0.0-11.0",15,"US","","","","","img/h.png","img/n.png","true","img/hatbox.png","1568313426906","1568313446434","","","","",""
"279","","","RMTStrain","12","162097","0.0-12.0",15,"US","","","","","img/j.png","img/j.png","false","img/hatbox.png","1568313446435","1568313467205","","","","",""
"280","","","RMTStrain","13","180691","0.0-13.0",15,"US","","","","","img/g.png","img/o.png","true","img/hatbox.png","1568313467205","1568313485799","","","","",""
"281","","","RMTStrain","14","198543","0.0-14.0",15,"US","","","","","img/k.png","img/k.png","false","img/hatbox.png","1568313485799","1568313503651","","","","",""
"282","[{""page_index"":0,""viewing_time"":8923}]","8923","instructions","15","207466","0.0-15.0",15,"US","","","","","","","","","","","","","","",""
"283","","","RMTStest","16","211391","0.0-16.0",15,"US","","","","","","","","img/hatbox.png","1568313514576","","-1568313299354.48","rightTestButton","L","img/a.png,img/a.png","img/c.png,img/b.png"
"284","","","RMTStest","17","213319","0.0-17.0",15,"US","","","","","","","","img/hatbox.png","1568313516499","","-1568313299349.69","leftTestButton","L","img/i.png,img/i.png","img/d.png,img/m.png"
"285","","","RMTStest","18","214598","0.0-18.0",15,"US","","","","","","","","img/hatbox.png","1568313518427","","-1568313299998.89","leftTestButton","R","img/f.png,img/f.png","img/e.png,img/l.png"
"286","[{""page_index"":0,""viewing_time"":3854},{""page_index"":1,""viewing_time"":1101}]","4955","instructions","0","4959","0.0-0.0",16,"US","","","","","","","","","","","","","","",""
"287","","2571","audio-keyboard-response","1","9628","0.0-1.0",16,"US","sound/letter.wav","81","congruent","true","","","","","","","","","","",""
"288","","","RMTStrain","2","31335","0.0-2.0",16,"US","","","","","img/2.png","img/14.png","true","img/box.png","1565385628649","1565385650349","","","","",""
"289","","","RMTStrain","3","53331","0.0-3.0",16,"US","","","","","img/10.png","img/10.png","false","img/box.png","1565385650349","1565385672345","","","","",""
"290","","","RMTStrain","4","75212","0.0-4.0",16,"US","","","","","img/3.png","img/11.png","true","img/box.png","1565385672345","1565385694226","","","","",""
"291","","","RMTStrain","5","96749","0.0-5.0",16,"US","","","","","img/1.png","img/1.png","false","img/box.png","1565385694226","1565385715763","","","","",""
"292","[{""page_index"":0,""viewing_time"":11983}]","11984","instructions","6","108733","0.0-6.0",16,"US","","","","","","","","","","","","","","",""
"293","","","RMTStest","7","115753","0.0-7.0",16,"US","","","","","","","","img/box.png","1565385729749","","-1565385612823.15","rightTestButton","R","img/8.png,img/8.png","img/15.png,img/13.png"
"294","","","RMTStest","8","117599","0.0-8.0",16,"US","","","","","","","","img/box.png","1565385734767","","-1565385615994.255","leftTestButton","L","img/6.png,img/6.png","img/7.png,img/4.png"
"295","","","RMTStest","9","118859","0.0-9.0",16,"US","","","","","","","","img/box.png","1565385736614","","-1565385616581.43","rightTestButton","L","img/12.png,img/12.png","img/9.png,img/5.png"
"296","[{""page_index"":0,""viewing_time"":26160}]","26161","instructions","10","145021","0.0-10.0",16,"US","","","","","","","","","","","","","","",""
"297","","","RMTStrain","11","166666","0.0-11.0",16,"US","","","","","img/d.png","img/d.png","true","img/hatbox.png","1565385766037","1565385785679","","","","",""
"298","","","RMTStrain","12","184496","0.0-12.0",16,"US","","","","","img/h.png","img/c.png","false","img/hatbox.png","1565385785680","1565385803510","","","","",""
"299","","","RMTStrain","13","207736","0.0-13.0",16,"US","","","","","img/b.png","img/b.png","true","img/hatbox.png","1565385803511","1565385826750","","","","",""
"300","","","RMTStrain","14","238211","0.0-14.0",16,"US","","","","","img/e.png","img/k.png","false","img/hatbox.png","1565385826750","1565385857225","","","","",""
"301","[{""page_index"":0,""viewing_time"":38210}]","38210","instructions","15","276422","0.0-15.0",16,"US","","","","","","","","","","","","","","",""
"302","","","RMTStest","16","280413","0.0-16.0",16,"US","","","","","","","","img/hatbox.png","1565385897437","","-1565385615876.415","rightTestButton","L","img/j.png,img/j.png","img/m.png,img/f.png"
"303","","","RMTStest","17","282243","0.0-17.0",16,"US","","","","","","","","img/hatbox.png","1565385899427","","-1565385616036.385","leftTestButton","R","img/g.png,img/g.png","img/o.png,img/i.png"
"304","","","RMTStest","18","284199","0.0-18.0",16,"US","","","","","","","","img/hatbox.png","1565385901257","","-1565385615910.125","rightTestButton","R","img/l.png,img/l.png","img/a.png,img/n.png"
"305","[{""page_index"":0,""viewing_time"":6247},{""page_index"":1,""viewing_time"":30646}]","36895","instructions","0","36903","0.0-0.0",17,"US","","","","","","","","","","","","","","",""
"306","","2891","audio-keyboard-response","1","41809","0.0-1.0",17,"US","sound/letter.wav","81","congruent","true","","","","","","","","","","",""
"307","","","RMTStrain","2","61905","0.0-2.0",17,"US","","","","","img/h.png","img/h.png","true","img/box.png","1568595130414","1568595150509","","","","",""
"308","","","RMTStrain","3","86501","0.0-3.0",17,"US","","","","","img/b.png","img/c.png","false","img/box.png","1568595150509","1568595175105","","","","",""
"309","","","RMTStrain","4","115445","0.0-4.0",17,"US","","","","","img/m.png","img/m.png","true","img/box.png","1568595175106","1568595204049","","","","",""
"310","","","RMTStrain","5","134408","0.0-5.0",17,"US","","","","","img/e.png","img/g.png","false","img/box.png","1568595204049","1568595223012","","","","",""
"311","[{""page_index"":0,""viewing_time"":9314}]","9315","instructions","6","143723","0.0-6.0",17,"US","","","","","","","","","","","","","","",""
"312","","","RMTStest","7","148755","0.0-7.0",17,"US","","","","","","","","img/box.png","1568595234328","","-1568595077560.58","rightTestButton","L","img/d.png,img/d.png","img/l.png,img/j.png"
"313","","","RMTStest","8","151380","0.0-8.0",17,"US","","","","","","","","img/box.png","1568595237359","","-1568595077966.395","rightTestButton","L","img/a.png,img/a.png","img/n.png,img/f.png"
"314","","","RMTStest","9","153692","0.0-9.0",17,"US","","","","","","","","img/box.png","1568595239984","","-1568595078279.48","leftTestButton","R","img/o.png,img/o.png","img/i.png,img/k.png"
"315","[{""page_index"":0,""viewing_time"":8400}]","8400","instructions","10","162092","0.0-10.0",17,"US","","","","","","","","","","","","","","",""
"316","","","RMTStrain","11","183230","0.0-11.0",17,"US","","","","","img/8.png","img/2.png","true","img/hatbox.png","1568595252697","1568595271834","","","","",""
"317","","","RMTStrain","12","201464","0.0-12.0",17,"US","","","","","img/9.png","img/9.png","false","img/hatbox.png","1568595271834","1568595290068","","","","",""
"318","","","RMTStrain","13","219910","0.0-13.0",17,"US","","","","","img/14.png","img/5.png","true","img/hatbox.png","1568595290068","1568595308514","","","","",""
"319","","","RMTStrain","14","237814","0.0-14.0",17,"US","","","","","img/12.png","img/12.png","false","img/hatbox.png","1568595308514","1568595326418","","","","",""
"320","[{""page_index"":0,""viewing_time"":2844}]","2844","instructions","15","240658","0.0-15.0",17,"US","","","","","","","","","","","","","","",""
"321","","","RMTStest","16","244738","0.0-16.0",17,"US","","","","","","","","img/hatbox.png","1568595331264","","-1568595078513.355","leftTestButton","R","img/15.png,img/15.png","img/1.png,img/6.png"
"322","","","RMTStest","17","246412","0.0-17.0",17,"US","","","","","","","","img/hatbox.png","1568595333342","","-1568595078917.53","rightTestButton","L","img/10.png,img/10.png","img/7.png,img/13.png"
"323","","","RMTStest","18","247538","0.0-18.0",17,"US","","","","","","","","img/hatbox.png","1568595335016","","-1568595079465.465","leftTestButton","R","img/3.png,img/3.png","img/11.png,img/4.png"
"324","[{""page_index"":0,""viewing_time"":80884},{""page_index"":1,""viewing_time"":69240}]","150125","instructions","0","150128","0.0-0.0",18,"US","","","","","","","","","","","","","","",""
"325","","7861","audio-keyboard-response","1","160124","0.0-1.0",18,"US","sound/letter.wav","81","congruent","true","","","","","","","","","","",""
"326","","","RMTStrain","2","185544","0.0-2.0",18,"US","","","","","img/1.png","img/15.png","true","img/box.png","1565382089538","1565382114956","","","","",""
"327","","","RMTStrain","3","210110","0.0-3.0",18,"US","","","","","img/4.png","img/4.png","false","img/box.png","1565382114956","1565382139522","","","","",""
"328","","","RMTStrain","4","232475","0.0-4.0",18,"US","","","","","img/9.png","img/14.png","true","img/box.png","1565382139522","1565382161887","","","","",""
"329","","","RMTStrain","5","251444","0.0-5.0",18,"US","","","","","img/12.png","img/12.png","false","img/box.png","1565382161887","1565382180856","","","","",""
"330","[{""page_index"":0,""viewing_time"":11370}]","11370","instructions","6","262814","0.0-6.0",18,"US","","","","","","","","","","","","","","",""
"331","","","RMTStest","7","272558","0.0-7.0",18,"US","","","","","","","","img/box.png","1565382194228","","-1565381919890.345","leftTestButton","R","img/2.png,img/2.png","img/6.png,img/5.png"
"332","","","RMTStest","8","275910","0.0-8.0",18,"US","","","","","","","","img/box.png","1565382201970","","-1565381924280.725","leftTestButton","R","img/7.png,img/7.png","img/3.png,img/11.png"
"333","","","RMTStest","9","278422","0.0-9.0",18,"US","","","","","","","","img/box.png","1565382205322","","-1565381925120.655","rightTestButton","L","img/8.png,img/8.png","img/10.png,img/13.png"
"334","[{""page_index"":0,""viewing_time"":11456}]","11456","instructions","10","289878","0.0-10.0",18,"US","","","","","","","","","","","","","","",""
"335","","","RMTStrain","11","314915","0.0-11.0",18,"US","","","","","img/a.png","img/a.png","true","img/hatbox.png","1565382221291","1565382244327","","","","",""
"336","","","RMTStrain","12","335435","0.0-12.0",18,"US","","","","","img/f.png","img/l.png","false","img/hatbox.png","1565382244328","1565382264847","","","","",""
"337","","","RMTStrain","13","357149","0.0-13.0",18,"US","","","","","img/d.png","img/d.png","true","img/hatbox.png","1565382264847","1565382286561","","","","",""
"338","","","RMTStrain","14","376002","0.0-14.0",18,"US","","","","","img/j.png","img/i.png","false","img/hatbox.png","1565382286561","1565382305414","","","","",""
"339","[{""page_index"":0,""viewing_time"":5659}]","5659","instructions","15","381662","0.0-15.0",18,"US","","","","","","","","","","","","","","",""
"340","","","RMTStest","16","388990","0.0-16.0",18,"US","","","","","","","","img/hatbox.png","1565382313076","","-1565381922306.865","leftTestButton","L","img/k.png,img/k.png","img/h.png,img/g.png"
"341","","","RMTStest","17","390710","0.0-17.0",18,"US","","","","","","","","img/hatbox.png","1565382318402","","-1565381925912.91","rightTestButton","R","img/b.png,img/b.png","img/c.png,img/o.png"
"342","","","RMTStest","18","392278","0.0-18.0",18,"US","","","","","","","","img/hatbox.png","1565382320122","","-1565381926064.91","leftTestButton","L","img/e.png,img/e.png","img/m.png,img/n.png"
"343","[{""page_index"":0,""viewing_time"":12619},{""page_index"":1,""viewing_time"":21113}]","33734","instructions","0","33737","0.0-0.0",19,"US","","","","","","","","","","","","","","",""
"344","","2723","audio-keyboard-response","1","38519","0.0-1.0",19,"US","sound/letter.wav","81","congruent","true","","","","","","","","","","",""
"345","","","RMTStrain","2","63698","0.0-2.0",19,"US","","","","","img/2.png","img/2.png","true","img/box.png","1565385517656","1565385542832","","","","",""
"346","","","RMTStrain","3","86207","0.0-3.0",19,"US","","","","","img/13.png","img/10.png","false","img/box.png","1565385542832","1565385565341","","","","",""
"347","","","RMTStrain","4","109604","0.0-4.0",19,"US","","","","","img/12.png","img/12.png","true","img/box.png","1565385565342","1565385588738","","","","",""
"348","","","RMTStrain","5","133257","0.0-5.0",19,"US","","","","","img/3.png","img/15.png","false","img/box.png","1565385588739","1565385612391","","","","",""
"349","[{""page_index"":0,""viewing_time"":10994}]","10995","instructions","6","144253","0.0-6.0",19,"US","","","","","","","","","","","","","","",""
"350","","","RMTStest","7","148952","0.0-7.0",19,"US","","","","","","","","img/box.png","1565385625390","","-1565385440462.015","leftTestButton","L","img/1.png,img/1.png","img/8.png,img/14.png"
