"","view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","country_code","stimulus","key_press","stimulus_type","correct","left_object","right_object","activate","box","startTime","endTime","RT","choice","sameSide","samePair","diffPair"
"14","","","RMTStrain","13","214583","0.0-13.0",1,"US","","","","","img/11.png","img/12.png","true","img/hatbox.png","1568223858770","1568223879390","","","","",""
"15","","","RMTStrain","14","233606","0.0-14.0",1,"US","","","","","img/7.png","img/7.png","false","img/hatbox.png","1568223879391","1568223898414","","","","",""
"16","[{""page_index"":0,""viewing_time"":1302}]","1302","instructions","15","234909","0.0-15.0",1,"US","","","","","","","","","","","","","","",""
"17","","","RMTStest","16","240781","0.0-16.0",1,"US","","","","","","","","img/hatbox.png","1568223901719","","-1568223657457.505","leftTestButton","L","img/10.png,img/10.png","img/4.png,img/3.png"
"18","","","RMTStest","17","242871","0.0-17.0",1,"US","","","","","","","","img/hatbox.png","1568223905589","","-1568223659237.71","leftTestButton","L","img/14.png,img/14.png","img/8.png,img/13.png"
"19","","","RMTStest","18","244463","0.0-18.0",1,"US","","","","","","","","img/hatbox.png","1568223907679","","-1568223659735.455","leftTestButton","R","img/2.png,img/2.png","img/5.png,img/15.png"
"20","[{""page_index"":0,""viewing_time"":43933},{""page_index"":1,""viewing_time"":8986}]","52919","instructions","0","52921","0.0-0.0",2,"US","","","","","","","","","","","","","","",""
"21","","3669","audio-keyboard-response","1","58714","0.0-1.0",2,"US","sound/letter.wav","81","congruent","true","","","","","","","","","","",""
"22","","","RMTStrain","2","88385","0.0-2.0",2,"US","","","","","img/i.png","img/i.png","true","img/box.png","1568313302753","1568313332423","","","","",""
"23","","","RMTStrain","3","112060","0.0-3.0",2,"US","","","","","img/e.png","img/k.png","false","img/box.png","1568313332423","1568313356098","","","","",""
"24","","","RMTStrain","4","132287","0.0-4.0",2,"US","","","","","img/j.png","img/j.png","true","img/box.png","1568313356098","1568313376325","","","","",""
"25","","","RMTStrain","5","166671","0.0-5.0",2,"US","","","","","img/f.png","img/o.png","false","img/box.png","1568313376326","1568313410709","","","","",""
"26","[{""page_index"":0,""viewing_time"":10579}]","10580","instructions","6","177251","0.0-6.0",2,"US","","","","","","","","","","","","","","",""
"27","","","RMTStest","7","181988","0.0-7.0",2,"US","","","","","","","","img/box.png","1568313423293","","-1568313235504.775","leftTestButton","L","img/m.png,img/m.png","img/b.png,img/n.png"
"28","","","RMTStest","8","184038","0.0-8.0",2,"US","","","","","","","","img/box.png","1568313426027","","-1568313236188.805","rightTestButton","R","img/a.png,img/a.png","img/c.png,img/h.png"
"29","","","RMTStest","9","187342","0.0-9.0",2,"US","","","","","","","","img/box.png","1568313428076","","-1568313234933.705","rightTestButton","R","img/d.png,img/d.png","img/g.png,img/l.png"
"30","[{""page_index"":0,""viewing_time"":4823}]","4823","instructions","10","192166","0.0-10.0",2,"US","","","","","","","","","","","","","","",""
"31","","","RMTStrain","11","214875","0.0-11.0",2,"US","","","","","img/11.png","img/12.png","true","img/hatbox.png","1568313438206","1568313458913","","","","",""
"32","","","RMTStrain","12","244063","0.0-12.0",2,"US","","","","","img/8.png","img/8.png","false","img/hatbox.png","1568313458913","1568313488101","","","","",""
"33","","","RMTStrain","13","278229","0.0-13.0",2,"US","","","","","img/6.png","img/1.png","true","img/hatbox.png","1568313488101","1568313522267","","","","",""
"34","","","RMTStrain","14","325157","0.0-14.0",2,"US","","","","","img/15.png","img/15.png","false","img/hatbox.png","1568313522267","1568313569195","","","","",""
"35","[{""page_index"":0,""viewing_time"":26410}]","26410","instructions","15","351567","0.0-15.0",2,"US","","","","","","","","","","","","","","",""
"36","","","RMTStest","16","356492","0.0-16.0",2,"US","","","","","","","","img/hatbox.png","1568313597608","","-1568313235314.125","rightTestButton","L","img/4.png,img/4.png","img/14.png,img/13.png"
"37","","","RMTStest","17","357713","0.0-17.0",2,"US","","","","","","","","img/hatbox.png","1568313600530","","-1568313237015.01","leftTestButton","R","img/2.png,img/2.png","img/10.png,img/7.png"
"38","","","RMTStest","18","358944","0.0-18.0",2,"US","","","","","","","","img/hatbox.png","1568313601751","","-1568313237005.155","rightTestButton","L","img/5.png,img/5.png","img/9.png,img/3.png"
"39","[{""page_index"":0,""viewing_time"":115152},{""page_index"":1,""viewing_time"":744514}]","859668","instructions","0","859670","0.0-0.0",3,"US","","","","","","","","","","","","","","",""
"40","","2771","audio-keyboard-response","1","864609","0.0-1.0",3,"US","sound/letter.wav","81","congruent","true","","","","","","","","","","",""
"41","","","RMTStrain","2","1557454","0.0-2.0",3,"US","","","","","img/5.png","img/1.png","true","img/box.png","1565379362551","1565380055395","","","","",""
"42","","","RMTStrain","3","1575400","0.0-3.0",3,"US","","","","","img/14.png","img/14.png","false","img/box.png","1565380055397","1565380073341","","","","",""
"43","","","RMTStrain","4","1608218","0.0-4.0",3,"US","","","","","img/4.png","img/15.png","true","img/box.png","1565380073342","1565380106159","","","","",""
"44","","","RMTStrain","5","1628759","0.0-5.0",3,"US","","","","","img/2.png","img/2.png","false","img/box.png","1565380106159","1565380126700","","","","",""
"45","[{""page_index"":0,""viewing_time"":9140}]","9141","instructions","6","1637901","0.0-6.0",3,"US","","","","","","","","","","","","","","",""
"46","","","RMTStest","7","1641940","0.0-7.0",3,"US","","","","","","","","img/box.png","1565380137844","","-1565378490794.495","leftTestButton","R","img/8.png,img/8.png","img/3.png,img/13.png"
"47","","","RMTStest","8","1645220","0.0-8.0",3,"US","","","","","","","","img/box.png","1565380139881","","-1565378489551.135","rightTestButton","L","img/6.png,img/6.png","img/11.png,img/7.png"
"48","","","RMTStest","9","1647188","0.0-9.0",3,"US","","","","","","","","img/box.png","1565380143161","","-1565378490863.16","leftTestButton","R","img/9.png,img/9.png","img/12.png,img/10.png"
"49","[{""page_index"":0,""viewing_time"":7789}]","7789","instructions","10","1654977","0.0-10.0",3,"US","","","","","","","","","","","","","","",""
"50","","","RMTStrain","11","1676441","0.0-11.0",3,"US","","","","","img/g.png","img/g.png","true","img/hatbox.png","1565380154920","1565380174382","","","","",""
"51","","","RMTStrain","12","1695418","0.0-12.0",3,"US","","","","","img/n.png","img/k.png","false","img/hatbox.png","1565380174382","1565380193359","","","","",""
"52","","","RMTStrain","13","1713812","0.0-13.0",3,"US","","","","","img/h.png","img/h.png","true","img/hatbox.png","1565380193359","1565380211753","","","","",""
"53","","","RMTStrain","14","1731690","0.0-14.0",3,"US","","","","","img/d.png","img/o.png","false","img/hatbox.png","1565380211754","1565380229631","","","","",""
"54","[{""page_index"":0,""viewing_time"":3368}]","3368","instructions","15","1735058","0.0-15.0",3,"US","","","","","","","","","","","","","","",""
"55","","","RMTStest","16","1739711","0.0-16.0",3,"US","","","","","","","","img/hatbox.png","1565380235001","","-1565378490180.7","leftTestButton","L","img/j.png,img/j.png","img/e.png,img/i.png"
"56","","","RMTStest","17","1741879","0.0-17.0",3,"US","","","","","","","","img/hatbox.png","1565380237652","","-1565378490663.475","leftTestButton","L","img/b.png,img/b.png","img/a.png,img/m.png"
"57","","","RMTStest","18","1743739","0.0-18.0",3,"US","","","","","","","","img/hatbox.png","1565380239820","","-1565378490971.575","rightTestButton","R","img/f.png,img/f.png","img/c.png,img/l.png"
"58","[{""page_index"":0,""viewing_time"":1278},{""page_index"":1,""viewing_time"":11729}]","13008","instructions","0","13011","0.0-0.0",4,"US","","","","","","","","","","","","","","",""
"59","","4269","audio-keyboard-response","1","19289","0.0-1.0",4,"US","sound/letter.wav","81","congruent","true","","","","","","","","","","",""
"60","","","RMTStrain","2","42617","0.0-2.0",4,"US","","","","","img/n.png","img/n.png","true","img/box.png","1568223511224","1568223534551","","","","",""
"61","","","RMTStrain","3","66002","0.0-3.0",4,"US","","","","","img/f.png","img/c.png","false","img/box.png","1568223534551","1568223557936","","","","",""
"62","","","RMTStrain","4","88297","0.0-4.0",4,"US","","","","","img/j.png","img/j.png","true","img/box.png","1568223557936","1568223580231","","","","",""
"63","","","RMTStrain","5","107895","0.0-5.0",4,"US","","","","","img/o.png","img/i.png","false","img/box.png","1568223580231","1568223599829","","","","",""
"64","[{""page_index"":0,""viewing_time"":6183}]","6184","instructions","6","114079","0.0-6.0",4,"US","","","","","","","","","","","","","","",""
"65","","","RMTStest","7","121529","0.0-7.0",4,"US","","","","","","","","img/box.png","1568223608014","","-1568223485133.11","rightTestButton","R","img/h.png,img/h.png","img/b.png,img/m.png"
"66","","","RMTStest","8","123381","0.0-8.0",4,"US","","","","","","","","img/box.png","1568223613463","","-1568223488730.175","leftTestButton","L","img/l.png,img/l.png","img/k.png,img/d.png"
"67","","","RMTStest","9","125114","0.0-9.0",4,"US","","","","","","","","img/box.png","1568223615315","","-1568223488848.345","leftTestButton","L","img/e.png,img/e.png","img/a.png,img/g.png"
"68","[{""page_index"":0,""viewing_time"":6568}]","6568","instructions","10","131682","0.0-10.0",4,"US","","","","","","","","","","","","","","",""
"69","","","RMTStrain","11","152948","0.0-11.0",4,"US","","","","","img/8.png","img/14.png","true","img/hatbox.png","1568223625617","1568223644882","","","","",""
"70","","","RMTStrain","12","172016","0.0-12.0",4,"US","","","","","img/3.png","img/3.png","false","img/hatbox.png","1568223644882","1568223663950","","","","",""
"71","","","RMTStrain","13","198896","0.0-13.0",4,"US","","","","","img/2.png","img/12.png","true","img/hatbox.png","1568223663950","1568223690830","","","","",""
"72","","","RMTStrain","14","222589","0.0-14.0",4,"US","","","","","img/1.png","img/1.png","false","img/hatbox.png","1568223690831","1568223714523","","","","",""
"73","[{""page_index"":0,""viewing_time"":4354}]","4354","instructions","15","226943","0.0-15.0",4,"US","","","","","","","","","","","","","","",""
"74","","","RMTStest","16","230429","0.0-16.0",4,"US","","","","","","","","img/hatbox.png","1568223720879","","-1568223489097.76","rightTestButton","L","img/15.png,img/15.png","img/4.png,img/6.png"
"75","","","RMTStest","17","232377","0.0-17.0",4,"US","","","","","","","","img/hatbox.png","1568223722363","","-1568223488633.43","leftTestButton","R","img/13.png,img/13.png","img/11.png,img/9.png"
"76","","","RMTStest","18","234833","0.0-18.0",4,"US","","","","","","","","img/hatbox.png","1568223724312","","-1568223488126.765","leftTestButton","R","img/5.png,img/5.png","img/10.png,img/7.png"
"77","[{""page_index"":0,""viewing_time"":2240},{""page_index"":1,""viewing_time"":4471}]","6711","instructions","0","6712","0.0-0.0",5,"US","","","","","","","","","","","","","","",""
"78","","2720","audio-keyboard-response","1","11435","0.0-1.0",5,"US","sound/letter.wav","81","congruent","true","","","","","","","","","","",""
"79","","","RMTStrain","2","33467","0.0-2.0",5,"US","","","","","img/h.png","img/b.png","true","img/box.png","1568598842970","1568598865002","","","","",""
"80","","","RMTStrain","3","59560","0.0-3.0",5,"US","","","","","img/m.png","img/m.png","false","img/box.png","1568598865002","1568598891095","","","","",""
"81","","","RMTStrain","4","78176","0.0-4.0",5,"US","","","","","img/j.png","img/e.png","true","img/box.png","1568598891095","1568598909711","","","","",""
"82","","","RMTStrain","5","96088","0.0-5.0",5,"US","","","","","img/d.png","img/d.png","false","img/box.png","1568598909711","1568598927623","","","","",""
"83","[{""page_index"":0,""viewing_time"":4585}]","4586","instructions","6","100674","0.0-6.0",5,"US","","","","","","","","","","","","","","",""
"84","","","RMTStest","7","108274","0.0-7.0",5,"US","","","","","","","","img/box.png","1568598934211","","-1568598824986.79","leftTestButton","L","img/o.png,img/o.png","img/l.png,img/g.png"
"85","","","RMTStest","8","111274","0.0-8.0",5,"US","","","","","","","","img/box.png","1568598939809","","-1568598827584.185","leftTestButton","L","img/a.png,img/a.png","img/n.png,img/f.png"
"86","","","RMTStest","9","114681","0.0-9.0",5,"US","","","","","","","","img/box.png","1568598942809","","-1568598827177.335","leftTestButton","R","img/i.png,img/i.png","img/c.png,img/k.png"
"87","[{""page_index"":0,""viewing_time"":4615}]","4616","instructions","10","119297","0.0-10.0",5,"US","","","","","","","","","","","","","","",""
"88","","","RMTStrain","11","143481","0.0-11.0",5,"US","","","","","img/8.png","img/8.png","true","img/hatbox.png","1568598952834","1568598975016","","","","",""
"89","","","RMTStrain","12","161886","0.0-12.0",5,"US","","","","","img/14.png","img/13.png","false","img/hatbox.png","1568598975017","1568598993421","","","","",""
"90","","","RMTStrain","13","181525","0.0-13.0",5,"US","","","","","img/5.png","img/5.png","true","img/hatbox.png","1568598993421","1568599013060","","","","",""
"91","","","RMTStrain","14","210455","0.0-14.0",5,"US","","","","","img/2.png","img/1.png","false","img/hatbox.png","1568599013061","1568599041990","","","","",""
"92","[{""page_index"":0,""viewing_time"":1530}]","1531","instructions","15","211986","0.0-15.0",5,"US","","","","","","","","","","","","","","",""
"93","","","RMTStest","16","215337","0.0-16.0",5,"US","","","","","","","","img/hatbox.png","1568599045522","","-1568598829234.735","leftTestButton","L","img/6.png,img/6.png","img/10.png,img/9.png"
"94","","","RMTStest","17","217729","0.0-17.0",5,"US","","","","","","","","img/hatbox.png","1568599046872","","-1568598828192.11","rightTestButton","R","img/4.png,img/4.png","img/11.png,img/3.png"
"95","","","RMTStest","18","219033","0.0-18.0",5,"US","","","","","","","","img/hatbox.png","1568599049265","","-1568598829281.3","leftTestButton","R","img/15.png,img/15.png","img/7.png,img/12.png"
"96","[{""page_index"":0,""viewing_time"":410679},{""page_index"":1,""viewing_time"":17532}]","428212","instructions","0","428213","0.0-0.0",6,"US","","","","","","","","","","","","","","",""
"97","","3019","audio-keyboard-response","1","433244","0.0-1.0",6,"US","sound/letter.wav","81","congruent","true","","","","","","","","","","",""
"98","","","RMTStrain","2","454011","0.0-2.0",6,"US","","","","","img/b.png","img/o.png","true","img/box.png","1568318075265","1568318096031","","","","",""
"99","","","RMTStrain","3","478542","0.0-3.0",6,"US","","","","","img/g.png","img/g.png","false","img/box.png","1568318096031","1568318120561","","","","",""
"100","","","RMTStrain","4","512856","0.0-4.0",6,"US","","","","","img/n.png","img/j.png","true","img/box.png","1568318120562","1568318154876","","","","",""
"101","","","RMTStrain","5","580721","0.0-5.0",6,"US","","","","","img/h.png","img/h.png","false","img/box.png","1568318154877","1568318222741","","","","",""
"102","[{""page_index"":0,""viewing_time"":10305}]","10306","instructions","6","591027","0.0-6.0",6,"US","","","","","","","","","","","","","","",""
"103","","","RMTStest","7","595894","0.0-7.0",6,"US","","","","","","","","img/box.png","1568318235048","","-1568317636164.75","rightTestButton","L","img/c.png,img/c.png","img/k.png,img/i.png"
"104","","","RMTStest","8","598038","0.0-8.0",6,"US","","","","","","","","img/box.png","1568318237914","","-1568317636887","leftTestButton","R","img/f.png,img/f.png","img/e.png,img/a.png"
"105","","","RMTStest","9","599408","0.0-9.0",6,"US","","","","","","","","img/box.png","1568318240058","","-1568317637660.935","leftTestButton","R","img/m.png,img/m.png","img/l.png,img/d.png"
"106","[{""page_index"":0,""viewing_time"":5449}]","5450","instructions","10","604858","0.0-10.0",6,"US","","","","","","","","","","","","","","",""
"107","","","RMTStrain","11","626024","0.0-11.0",6,"US","","","","","img/6.png","img/6.png","true","img/hatbox.png","1568318248879","1568318268044","","","","",""
"108","","","RMTStrain","12","643956","0.0-12.0",6,"US","","","","","img/1.png","img/2.png","false","img/hatbox.png","1568318268044","1568318285976","","","","",""
"109","","","RMTStrain","13","661751","0.0-13.0",6,"US","","","","","img/14.png","img/14.png","true","img/hatbox.png","1568318285976","1568318303771","","","","",""
"110","","","RMTStrain","14","680112","0.0-14.0",6,"US","","","","","img/13.png","img/3.png","false","img/hatbox.png","1568318303771","1568318322132","","","","",""
"111","[{""page_index"":0,""viewing_time"":11031}]","11031","instructions","15","691143","0.0-15.0",6,"US","","","","","","","","","","","","","","",""
"112","","","RMTStest","16","694584","0.0-16.0",6,"US","","","","","","","","img/hatbox.png","1568318335163","","-1568317637590.155","leftTestButton","L","img/4.png,img/4.png","img/12.png,img/7.png"
"113","","","RMTStest","17","696206","0.0-17.0",6,"US","","","","","","","","img/hatbox.png","1568318336604","","-1568317637409.09","leftTestButton","L","img/8.png,img/8.png","img/5.png,img/11.png"
"114","","","RMTStest","18","697237","0.0-18.0",6,"US","","","","","","","","img/hatbox.png","1568318338226","","-1568317638000","rightTestButton","R","img/10.png,img/10.png","img/15.png,img/9.png"
"115","[{""page_index"":0,""viewing_time"":3404},{""page_index"":1,""viewing_time"":5910}]","9314","instructions","0","9317","0.0-0.0",7,"US","","","","","","","","","","","","","","",""
"116","","5421","audio-keyboard-response","1","16736","0.0-1.0",7,"US","sound/letter.wav","81","congruent","true","","","","","","","","","","",""
"117","","","RMTStrain","2","38577","0.0-2.0",7,"US","","","","","img/15.png","img/10.png","true","img/box.png","1568315925013","1568315946854","","","","",""
"118","","","RMTStrain","3","58141","0.0-3.0",7,"US","","","","","img/6.png","img/6.png","false","img/box.png","1568315946855","1568315966418","","","","",""
"119","","","RMTStrain","4","88945","0.0-4.0",7,"US","","","","","img/12.png","img/9.png","true","img/box.png","1568315966419","1568315997222","","","","",""
"120","","","RMTStrain","5","113786","0.0-5.0",7,"US","","","","","img/1.png","img/1.png","false","img/box.png","1568315997222","1568316022063","","","","",""
"121","[{""page_index"":0,""viewing_time"":11675}]","11675","instructions","6","125461","0.0-6.0",7,"US","","","","","","","","","","","","","","",""
"122","","","RMTStest","7","131747","0.0-7.0",7,"US","","","","","","","","img/box.png","1568316035740","","-1568315887434.705","leftTestButton","L","img/5.png,img/5.png","img/11.png,img/3.png"
"123","","","RMTStest","8","133543","0.0-8.0",7,"US","","","","","","","","img/box.png","1568316040025","","-1568315889923.835","leftTestButton","R","img/7.png,img/7.png","img/4.png,img/13.png"
"124","","","RMTStest","9","135255","0.0-9.0",7,"US","","","","","","","","img/box.png","1568316041820","","-1568315890006.945","rightTestButton","L","img/2.png,img/2.png","img/8.png,img/14.png"
"125","[{""page_index"":0,""viewing_time"":2394}]","2394","instructions","10","137649","0.0-10.0",7,"US","","","","","","","","","","","","","","",""
"126","","","RMTStrain","11","159747","0.0-11.0",7,"US","","","","","img/i.png","img/i.png","true","img/hatbox.png","1568316047928","1568316068024","","","","",""
"127","","","RMTStrain","12","189190","0.0-12.0",7,"US","","","","","img/d.png","img/e.png","false","img/hatbox.png","1568316068024","1568316097467","","","","",""
"128","","","RMTStrain","13","223489","0.0-13.0",7,"US","","","","","img/a.png","img/a.png","true","img/hatbox.png","1568316097467","1568316131766","","","","",""
"129","","","RMTStrain","14","243679","0.0-14.0",7,"US","","","","","img/h.png","img/f.png","false","img/hatbox.png","1568316131766","1568316151956","","","","",""
"130","[{""page_index"":0,""viewing_time"":3606}]","3606","instructions","15","247285","0.0-15.0",7,"US","","","","","","","","","","","","","","",""
"131","","","RMTStest","16","251522","0.0-16.0",7,"US","","","","","","","","img/hatbox.png","1568316157563","","-1568315889482.65","rightTestButton","R","img/l.png,img/l.png","img/b.png,img/j.png"
"132","","","RMTStest","17","252724","0.0-17.0",7,"US","","","","","","","","img/hatbox.png","1568316159800","","-1568315890517.55","leftTestButton","L","img/m.png,img/m.png","img/g.png,img/o.png"
"133","","","RMTStest","18","254169","0.0-18.0",7,"US","","","","","","","","img/hatbox.png","1568316161002","","-1568315890275.275","rightTestButton","R","img/n.png,img/n.png","img/k.png,img/c.png"
"134","[{""page_index"":0,""viewing_time"":1563},{""page_index"":1,""viewing_time"":1979}]","3543","instructions","0","3544","0.0-0.0",8,"US","","","","","","","","","","","","","","",""
"135","","941","audio-keyboard-response","1","6535","0.0-1.0",8,"US","sound/letter.wav","81","congruent","true","","","","","","","","","","",""
"136","","","RMTStrain","2","35042","0.0-2.0",8,"US","","","","","img/d.png","img/d.png","true","img/box.png","1568315074312","1568315102819","","","","",""
"137","","","RMTStrain","3","55767","0.0-3.0",8,"US","","","","","img/b.png","img/a.png","false","img/box.png","1568315102819","1568315123544","","","","",""
"138","","","RMTStrain","4","74127","0.0-4.0",8,"US","","","","","img/l.png","img/l.png","true","img/box.png","1568315123544","1568315141904","","","","",""
"139","","","RMTStrain","5","91891","0.0-5.0",8,"US","","","","","img/o.png","img/k.png","false","img/box.png","1568315141904","1568315159668","","","","",""
"140","[{""page_index"":0,""viewing_time"":6055}]","6055","instructions","6","97946","0.0-6.0",8,"US","","","","","","","","","","","","","","",""
"141","","","RMTStest","7","101696","0.0-7.0",8,"US","","","","","","","","img/box.png","1568315167724","","-1568315065191.34","rightTestButton","R","img/g.png,img/g.png","img/n.png,img/i.png"
"142","","","RMTStest","8","102921","0.0-8.0",8,"US","","","","","","","","img/box.png","1568315169473","","-1568315065715.325","leftTestButton","L","img/j.png,img/j.png","img/m.png,img/f.png"
"143","","","RMTStest","9","104332","0.0-9.0",8,"US","","","","","","","","img/box.png","1568315170698","","-1568315065529.3","rightTestButton","R","img/e.png,img/e.png","img/c.png,img/h.png"
"144","[{""page_index"":0,""viewing_time"":5300}]","5300","instructions","10","109632","0.0-10.0",8,"US","","","","","","","","","","","","","","",""
"145","","","RMTStrain","11","130584","0.0-11.0",8,"US","","","","","img/4.png","img/9.png","true","img/hatbox.png","1568315179410","1568315198361","","","","",""
"146","","","RMTStrain","12","148469","0.0-12.0",8,"US","","","","","img/11.png","img/11.png","false","img/hatbox.png","1568315198361","1568315216246","","","","",""
"147","","","RMTStrain","13","166253","0.0-13.0",8,"US","","","","","img/12.png","img/3.png","true","img/hatbox.png","1568315216246","1568315234030","","","","",""
"148","","","RMTStrain","14","186043","0.0-14.0",8,"US","","","","","img/5.png","img/5.png","false","img/hatbox.png","1568315234030","1568315253820","","","","",""
"149","[{""page_index"":0,""viewing_time"":2067}]","2067","instructions","15","188110","0.0-15.0",8,"US","","","","","","","","","","","","","","",""
"150","","","RMTStest","16","191830","0.0-16.0",8,"US","","","","","","","","img/hatbox.png","1568315257888","","-1568315065220.705","rightTestButton","L","img/13.png,img/13.png","img/7.png,img/14.png"
"151","","","RMTStest","17","193420","0.0-17.0",8,"US","","","","","","","","img/hatbox.png","1568315259607","","-1568315065349.56","rightTestButton","L","img/8.png,img/8.png","img/1.png,img/10.png"
"152","","","RMTStest","18","194999","0.0-18.0",8,"US","","","","","","","","img/hatbox.png","1568315261197","","-1568315065360.645","leftTestButton","R","img/6.png,img/6.png","img/15.png,img/2.png"
"153","[{""page_index"":0,""viewing_time"":2812870},{""page_index"":1,""viewing_time"":14377}]","2827247","instructions","0","2827249","0.0-0.0",9,"US","","","","","","","","","","","","","","",""
"154","","2264","audio-keyboard-response","1","2831530","0.0-1.0",9,"US","sound/letter.wav","81","congruent","true","","","","","","","","","","",""
"155","","","RMTStrain","2","2855427","0.0-2.0",9,"US","","","","","img/b.png","img/b.png","true","img/box.png","1568225561659","1568225585556","","","","",""
"156","","","RMTStrain","3","2878510","0.0-3.0",9,"US","","","","","img/g.png","img/o.png","false","img/box.png","1568225585556","1568225608639","","","","",""
"157","","","RMTStrain","4","2899392","0.0-4.0",9,"US","","","","","img/e.png","img/e.png","true","img/box.png","1568225608640","1568225629520","","","","",""
"158","","","RMTStrain","5","2923633","0.0-5.0",9,"US","","","","","img/f.png","img/h.png","false","img/box.png","1568225629521","1568225653762","","","","",""
"159","[{""page_index"":0,""viewing_time"":20146}]","20147","instructions","6","2943780","0.0-6.0",9,"US","","","","","","","","","","","","","","",""
"160","","","RMTStest","7","2951150","0.0-7.0",9,"US","","","","","","","","img/box.png","1568225675915","","-1568222718617.125","leftTestButton","R","img/i.png,img/i.png","img/k.png,img/a.png"
"161","","","RMTStest","8","2955284","0.0-8.0",9,"US","","","","","","","","img/box.png","1568225681279","","-1568222719846.14","rightTestButton","R","img/j.png,img/j.png","img/d.png,img/l.png"
"162","","","RMTStest","9","2957164","0.0-9.0",9,"US","","","","","","","","img/box.png","1568225685413","","-1568222722100.475","rightTestButton","L","img/c.png,img/c.png","img/n.png,img/m.png"
"163","[{""page_index"":0,""viewing_time"":2504}]","2504","instructions","10","2959668","0.0-10.0",9,"US","","","","","","","","","","","","","","",""
"164","","","RMTStrain","11","2982217","0.0-11.0",9,"US","","","","","img/11.png","img/4.png","true","img/hatbox.png","1568225691805","1568225712346","","","","",""
"165","","","RMTStrain","12","3002257","0.0-12.0",9,"US","","","","","img/5.png","img/5.png","false","img/hatbox.png","1568225712346","1568225732385","","","","",""
"166","","","RMTStrain","13","3023721","0.0-13.0",9,"US","","","","","img/6.png","img/12.png","true","img/hatbox.png","1568225732386","1568225753850","","","","",""
"167","","","RMTStrain","14","3042220","0.0-14.0",9,"US","","","","","img/9.png","img/9.png","false","img/hatbox.png","1568225753850","1568225772348","","","","",""
"168","[{""page_index"":0,""viewing_time"":9690}]","9691","instructions","15","3051911","0.0-15.0",9,"US","","","","","","","","","","","","","","",""
"169","","","RMTStest","16","3057936","0.0-16.0",9,"US","","","","","","","","img/hatbox.png","1568225784042","","-1568222719959.89","rightTestButton","L","img/15.png,img/15.png","img/7.png,img/3.png"
"170","","","RMTStest","17","3060767","0.0-17.0",9,"US","","","","","","","","img/hatbox.png","1568225788065","","-1568222721152.06","leftTestButton","R","img/2.png,img/2.png","img/8.png,img/13.png"
"171","","","RMTStest","18","3064055","0.0-18.0",9,"US","","","","","","","","img/hatbox.png","1568225790896","","-1568222720695.155","leftTestButton","L","img/14.png,img/14.png","img/1.png,img/10.png"
"172","[{""page_index"":0,""viewing_time"":46516},{""page_index"":1,""viewing_time"":11873}]","58392","instructions","0","58400","0.0-0.0",10,"US","","","","","","","","","","","","","","",""
"173","","2304","audio-keyboard-response","1","62712","0.0-1.0",10,"US","sound/letter.wav","81","congruent","true","","","","","","","","","","",""
"174","","","RMTStrain","2","87301","0.0-2.0",10,"US","","","","","img/e.png","img/e.png","true","img/box.png","1568313467025","1568313491610","","","","",""
